model_alias,dataset_name,n_total,n_correct,accuracy,accuracy_pct,n_extraction_failed,extraction_failure_rate,per_option_accuracy_A_total,per_option_accuracy_A_correct,per_option_accuracy_A_accuracy,per_option_accuracy_B_total,per_option_accuracy_B_correct,per_option_accuracy_B_accuracy,per_option_accuracy_C_total,per_option_accuracy_C_correct,per_option_accuracy_C_accuracy,per_option_accuracy_D_total,per_option_accuracy_D_correct,per_option_accuracy_D_accuracy,prediction_distribution_C,prediction_distribution_A,prediction_distribution_B,prediction_distribution_D,total_samples,total_time_s,throughput_sps,latency_mean_s,latency_median_s,latency_p95_s,latency_min_s,latency_max_s
openllama_3b,medqa_usmle_4opt,50,11,0.22,22.0,0,0.0,11,0,0.0,10,0,0.0,11,6,0.5455,18,5,0.2778,27,1,6,16,50,7.151,6.992,0.1652,0.1215,0.3113,0.0962,0.3505
